text,label
"I've been looking um, up methods online. Just researching.",high
"I hurt myself you know, yesterday just to feel something.",high
i've been having intrusive thoughts about harming myself.,high
I just took a bunch of pills. I think I'm dying.,imminent
i can't remember the last time i felt truly happy.,medium
"The loneliness is really getting to honestly, me. I feel so disconnected.",medium
I've been feeling this way for a while now. My anxiety is getting worse. I had a panic attack yesterday.,medium
i don't deserve to be happy. i don't deserve anything good.,high
I don't know how to explain this but my chest feels tight all the time from the anxiety.,medium
I had a minor setback but I used my coping strategies and got through it. I needed someone to know.,low
i can't remember the last time i felt truly happy.,medium
"I feel like I'm already you know, dead inside.",high
i've been taking my medication regularly and i notice a difference.,low
I don't know how to explain this but i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
Thank you for always being here. It means a lot to know I can call. I just needed to say it out loud.,low
i've been giving away my things. i won't need them much longer.,high
I don't usually call but I had to talk to someone. I wrote my note. Everything is ready. This is the end.,imminent
i snapped at my kids yesterday and i feel terrible about it.,medium
"I can't concentrate um, on anything. My mind is all over the place.",medium
I've been feeling this way for a while now. I'm holding the knife. I'm going to do it now.,imminent
I hurt myself yesterday just to feel something.,high
"I have basically, everything planned. It happens tonight.",imminent
"Feeling grateful today. My uh, family has been supportive.",low
I wantvd to share some good news. I started a new hobby and it's been great.,low
Please don't judge me but i can't stop worrying about everything. my mind won't quiet down.,medium
the flashbacks have been getting worse.,medium
My family doesn't know about this. I haven't been sleeping well. I keep waking up anxious in the middle of the night.,medium
The hopelessness is crushing. I can't breathe under the weight of it. I just needed to say it out loud.,high
I can't stop worrying about everything. My mind won't quiet down.,medium
"Financial stress is overwhelming me. I don't uh, know what to do.",medium
I wanted to update you - I reconnected with an old friend this week.,low
i've been having trouble eating. nothing tastes good anymore.,medium
Please don't judge me but i've been using the breathing exercises and they really help.,low
I've been feeling really overwhelmed lately with everything going on. I don't know what to do.,medium
I feel supported. Thank you for feing there.,low
"After what happened yesterday, I have the rope ready. I just need someone to know.",imminent
the pressure at work is crushing me. i don't know how much more i can take.,medium
"I don't know how uh, much longer I can keep going like this.",high
No one would even notice if I disappeared. I'm sorry for calling.,high
"I have pills in my hand right now. I'm ready to take like, them all.",imminent
The knife is againsu my wrist. I'm ready.,imminent
i've been having dark thoughts that scare me.,high
I've been feeling this way for a while now. I'm at the edge. One more step and it's over.,imminent
I've been having dark thoughts that scare me. I don't know what to do.,high
I don't ennoy things I used to anymore. Everything feels gray.,medium
I took all my medication at once. I feel strange. I just needed to say it out loud.,imminent
I've already started cutting. I don't want to stop.,imminent
I woke up today and I'm going to do it tonight. I've made up my mind.,imminent
I've been feeling this way for a while now. The group therapy has been helpful. I don't feel so alone anymore.,low
I feel like I'm on the verge of a breakdown.,medium
"I'm not where I want to be yet, but I can see progress. I don't know what to do.",low
I don't usually call but I had to talk to someone. I snapped at my kids yesterday and I feel terrible about it.,medium
I'm scared to say this but i've been isolating myself from friends and family. i just don't have the energy.,medium
